,date,region,state,anom_fevers,anomaly_diff
65,2020-03-02,01131,AL,0.0,0.0
66,2020-03-02,01133,AL,0.0,0.0
67,2020-03-02,04001,AZ,0.0,0.0
68,2020-03-02,04003,AZ,0.0,0.0
69,2020-03-02,04005,AZ,0.0,0.0
70,2020-03-02,04007,AZ,0.0,0.0
71,2020-03-02,04009,AZ,0.0,0.0
72,2020-03-02,04011,AZ,0.0,0.0
73,2020-03-02,04012,AZ,0.0,0.0
74,2020-03-02,04013,AZ,0.0,0.0
75,2020-03-02,04015,AZ,0.0,0.0
76,2020-03-02,04017,AZ,0.0,0.0
77,2020-03-02,04019,AZ,0.0,0.0
78,2020-03-02,04021,AZ,0.0,0.0
79,2020-03-02,04023,AZ,0.0,0.0
80,2020-03-02,04025,AZ,0.0,0.0
81,2020-03-02,04027,AZ,0.0,0.0
82,2020-03-02,05001,AR,1.959376963828,1.8572293496
83,2020-03-02,05003,AR,0.0,0.0
84,2020-03-02,05005,AR,0.0,0.0
85,2020-03-02,05007,AR,23.282187110658,4.8054049764
86,2020-03-02,05009,AR,5.36754417197,6.205253378
87,2020-03-02,05011,AR,0.0,0.0
88,2020-03-02,05013,AR,0.0,0.0
89,2020-03-02,05015,AR,0.0,0.0
90,2020-03-02,05017,AR,0.0,0.0
91,2020-03-02,05019,AR,0.0,0.0
92,2020-03-02,05021,AR,0.0,0.0
93,2020-03-02,05023,AR,0.0,0.0
94,2020-03-02,05025,AR,0.0,0.0
95,2020-03-02,05027,AR,0.0,0.0
96,2020-03-02,05029,AR,2.3922589429439998,3.0669986448
97,2020-03-02,05031,AR,0.0,0.0
98,2020-03-02,05033,AR,4.694384442154,5.1164953048
99,2020-03-02,05035,AR,0.0,0.0
100,2020-03-02,05037,AR,0.0,0.0
101,2020-03-02,05039,AR,0.0,0.0
102,2020-03-02,05041,AR,0.0,0.0
103,2020-03-02,05043,AR,0.0,0.0
104,2020-03-02,05045,AR,5.93951212872,3.0149807760000003
105,2020-03-02,05047,AR,0.0,0.0
106,2020-03-02,05049,AR,0.0,0.0
107,2020-03-02,05051,AR,3.5605085458950003,3.2740308468
108,2020-03-02,05053,AR,0.0,0.0
109,2020-03-02,05055,AR,0.0,0.0
110,2020-03-02,05057,AR,0.0,0.0
111,2020-03-02,05059,AR,0.0,0.0
112,2020-03-02,05061,AR,0.0,0.0
113,2020-03-02,05063,AR,0.0,0.0
114,2020-03-02,05065,AR,0.0,0.0
115,2020-03-02,05067,AR,0.0,0.0
116,2020-03-02,05069,AR,0.0,0.0
117,2020-03-02,05071,AR,0.0,0.0
118,2020-03-02,05073,AR,0.0,0.0
119,2020-03-02,05075,AR,0.0,0.0
120,2020-03-02,05077,AR,0.0,0.0
121,2020-03-02,05079,AR,0.0,0.0
122,2020-03-02,05081,AR,0.0,0.0
123,2020-03-02,05083,AR,0.0,0.0
124,2020-03-02,05085,AR,3.2442729842250007,2.8521081180000003
125,2020-03-02,05087,AR,0.0,0.0
126,2020-03-02,05089,AR,0.0,0.0
127,2020-03-02,05091,AR,0.0,0.0
128,2020-03-02,05093,AR,0.0,0.0
129,2020-03-02,05095,AR,0.0,0.0
130,2020-03-02,05097,AR,0.0,0.0
131,2020-03-02,05099,AR,0.0,0.0
132,2020-03-02,05101,AR,0.0,0.0
133,2020-03-02,05103,AR,0.0,0.0
134,2020-03-02,05105,AR,0.0,0.0
135,2020-03-02,05107,AR,0.0,0.0
136,2020-03-02,05109,AR,0.0,0.0
137,2020-03-02,05111,AR,0.0,0.0
138,2020-03-02,05113,AR,0.0,0.0
139,2020-03-02,05115,AR,0.0,0.0
140,2020-03-02,05117,AR,0.0,0.0
141,2020-03-02,05119,AR,22.123425162456,2.6526888684000003
142,2020-03-02,05121,AR,0.0,0.0
143,2020-03-02,05123,AR,0.0,0.0
144,2020-03-02,05125,AR,14.397111257177002,3.8572300756
145,2020-03-02,05127,AR,0.0,0.0
146,2020-03-02,05129,AR,0.0,0.0
147,2020-03-02,05131,AR,5.966128319228001,3.6213221968
148,2020-03-02,05133,AR,0.0,0.0
149,2020-03-02,05135,AR,0.0,0.0
150,2020-03-02,05137,AR,0.0,0.0
151,2020-03-02,05139,AR,0.0,0.0
152,2020-03-02,05141,AR,0.0,0.0
153,2020-03-02,05143,AR,14.784318010340998,4.9322161836
154,2020-03-02,05145,AR,8.66585100166,2.4410847892
155,2020-03-02,05147,AR,0.0,0.0
156,2020-03-02,05149,AR,0.0,0.0
157,2020-03-02,06001,CA,0.0,0.0
158,2020-03-02,06003,CA,0.0,0.0
159,2020-03-02,06005,CA,0.0,0.0
160,2020-03-02,06007,CA,0.0,0.0
161,2020-03-02,06009,CA,0.0,0.0
162,2020-03-02,06011,CA,0.0,0.0
163,2020-03-02,06013,CA,0.0,0.0
164,2020-03-02,06015,CA,0.0,0.0
165,2020-03-02,06017,CA,0.0,0.0
166,2020-03-02,06019,CA,0.0,0.0
167,2020-03-02,06021,CA,0.0,0.0
168,2020-03-02,06023,CA,0.0,0.0
169,2020-03-02,06025,CA,0.0,0.0
170,2020-03-02,06027,CA,0.0,0.0
171,2020-03-02,06029,CA,0.0,0.0
172,2020-03-02,06031,CA,0.0,0.0
173,2020-03-02,06033,CA,0.0,0.0
174,2020-03-02,06035,CA,0.0,0.0
175,2020-03-02,06037,CA,0.0,0.0
176,2020-03-02,06039,CA,0.0,0.0
177,2020-03-02,06041,CA,0.0,0.0
178,2020-03-02,06043,CA,0.0,0.0
179,2020-03-02,06045,CA,0.0,0.0
180,2020-03-02,06047,CA,0.0,0.0
181,2020-03-02,06049,CA,0.0,0.0
182,2020-03-02,06051,CA,0.0,0.0
183,2020-03-02,06053,CA,0.0,0.0
184,2020-03-02,06055,CA,0.0,0.0
185,2020-03-02,06057,CA,0.0,0.0
186,2020-03-02,06059,CA,0.0,0.0
187,2020-03-02,06061,CA,0.0,0.0
188,2020-03-02,06063,CA,0.0,0.0
189,2020-03-02,06065,CA,0.0,0.0
190,2020-03-02,06067,CA,0.0,0.0
191,2020-03-02,06069,CA,0.0,0.0
192,2020-03-02,06071,CA,0.0,0.0
193,2020-03-02,06073,CA,0.0,0.0
194,2020-03-02,06075,CA,0.0,0.0
195,2020-03-02,06077,CA,0.0,0.0
196,2020-03-02,06079,CA,0.0,0.0
197,2020-03-02,06081,CA,0.0,0.0
198,2020-03-02,06083,CA,0.0,0.0
199,2020-03-02,06085,CA,0.0,0.0
200,2020-03-02,06087,CA,0.0,0.0
201,2020-03-02,06089,CA,0.0,0.0
202,2020-03-02,06091,CA,0.0,0.0
203,2020-03-02,06093,CA,0.0,0.0
204,2020-03-02,06095,CA,0.0,0.0
205,2020-03-02,06097,CA,0.0,0.0
206,2020-03-02,06099,CA,0.0,0.0
207,2020-03-02,06101,CA,0.0,0.0
208,2020-03-02,06103,CA,0.0,0.0
209,2020-03-02,06105,CA,0.0,0.0
210,2020-03-02,06107,CA,0.0,0.0
211,2020-03-02,06109,CA,0.0,0.0
212,2020-03-02,06111,CA,0.0,0.0
213,2020-03-02,06113,CA,0.0,0.0
214,2020-03-02,06115,CA,0.0,0.0
215,2020-03-02,08001,CO,0.0,0.0
216,2020-03-02,08003,CO,0.0,0.0
217,2020-03-02,08005,CO,0.0,0.0
218,2020-03-02,08007,CO,0.0,0.0
219,2020-03-02,08009,CO,0.0,0.0
220,2020-03-02,08011,CO,0.0,0.0
221,2020-03-02,08013,CO,0.0,0.0
222,2020-03-02,08014,CO,0.0,0.0
223,2020-03-02,08015,CO,0.0,0.0
224,2020-03-02,08017,CO,0.0,0.0
225,2020-03-02,08019,CO,0.0,0.0
226,2020-03-02,08021,CO,0.0,0.0
227,2020-03-02,08023,CO,0.0,0.0
228,2020-03-02,08025,CO,0.0,0.0
229,2020-03-02,08027,CO,0.0,0.0
230,2020-03-02,08029,CO,0.0,0.0
231,2020-03-02,08031,CO,0.0,0.0
232,2020-03-02,08033,CO,0.0,0.0
233,2020-03-02,08035,CO,0.0,0.0
234,2020-03-02,08037,CO,0.0,0.0
235,2020-03-02,08039,CO,0.0,0.0
236,2020-03-02,08041,CO,0.0,0.0
237,2020-03-02,08043,CO,0.0,0.0
238,2020-03-02,08045,CO,0.0,0.0
239,2020-03-02,08047,CO,0.0,0.0
240,2020-03-02,08049,CO,0.0,0.0
241,2020-03-02,08051,CO,0.0,0.0
242,2020-03-02,08053,CO,0.0,0.0
243,2020-03-02,08055,CO,0.0,0.0
244,2020-03-02,08057,CO,0.0,0.0
245,2020-03-02,08059,CO,0.0,0.0
246,2020-03-02,08061,CO,0.0,0.0
247,2020-03-02,08063,CO,0.0,0.0
248,2020-03-02,08065,CO,0.0,0.0
249,2020-03-02,08067,CO,0.0,0.0
250,2020-03-02,08069,CO,0.0,0.0
251,2020-03-02,08071,CO,0.0,0.0
252,2020-03-02,08073,CO,0.0,0.0
253,2020-03-02,08075,CO,0.0,0.0
254,2020-03-02,08077,CO,0.0,0.0
255,2020-03-02,08079,CO,0.0,0.0
256,2020-03-02,08081,CO,0.0,0.0
257,2020-03-02,08083,CO,0.0,0.0
258,2020-03-02,08085,CO,0.0,0.0
259,2020-03-02,08087,CO,0.0,0.0
260,2020-03-02,08089,CO,0.0,0.0
261,2020-03-02,08091,CO,0.0,0.0
262,2020-03-02,08093,CO,0.0,0.0
263,2020-03-02,08095,CO,0.0,0.0
264,2020-03-02,08097,CO,0.0,0.0
265,2020-03-02,08099,CO,0.0,0.0
266,2020-03-02,08101,CO,0.0,0.0
267,2020-03-02,08103,CO,0.0,0.0
268,2020-03-02,08105,CO,0.0,0.0
269,2020-03-02,08107,CO,0.0,0.0
270,2020-03-02,08109,CO,0.0,0.0
271,2020-03-02,08111,CO,0.0,0.0
272,2020-03-02,08113,CO,0.0,0.0
273,2020-03-02,08115,CO,0.0,0.0
274,2020-03-02,08117,CO,0.0,0.0
275,2020-03-02,08119,CO,0.0,0.0
276,2020-03-02,08121,CO,0.0,0.0
277,2020-03-02,08123,CO,0.0,0.0
278,2020-03-02,08125,CO,0.0,0.0
279,2020-03-02,09001,CT,0.0,0.0
280,2020-03-02,09003,CT,0.0,0.0
281,2020-03-02,09005,CT,0.0,0.0
282,2020-03-02,09007,CT,0.0,0.0
283,2020-03-02,09009,CT,0.0,0.0
284,2020-03-02,09011,CT,0.0,0.0
285,2020-03-02,09013,CT,0.0,0.0
286,2020-03-02,09015,CT,0.0,0.0
287,2020-03-02,10001,DE,0.0,0.0
288,2020-03-02,10003,DE,0.0,0.0
289,2020-03-02,10005,DE,0.0,0.0
290,2020-03-02,11001,DC,0.0,0.0
291,2020-03-02,12001,FL,0.0,0.0
292,2020-03-02,12003,FL,0.0,0.0
293,2020-03-02,12005,FL,0.0,0.0
294,2020-03-02,12007,FL,0.0,0.0
295,2020-03-02,12009,FL,0.0,0.0
296,2020-03-02,12011,FL,0.0,0.0
297,2020-03-02,12013,FL,0.0,0.0
298,2020-03-02,12015,FL,0.0,0.0
299,2020-03-02,12017,FL,0.0,0.0
300,2020-03-02,12019,FL,0.0,0.0
301,2020-03-02,12021,FL,0.0,0.0
302,2020-03-02,12023,FL,0.0,0.0
303,2020-03-02,12027,FL,0.0,0.0
304,2020-03-02,12029,FL,0.0,0.0
305,2020-03-02,12031,FL,0.0,0.0
306,2020-03-02,12033,FL,0.0,0.0
307,2020-03-02,12035,FL,0.0,0.0
308,2020-03-02,12037,FL,0.0,0.0
309,2020-03-02,12039,FL,0.0,0.0
310,2020-03-02,12041,FL,0.0,0.0
311,2020-03-02,12043,FL,0.0,0.0
312,2020-03-02,12045,FL,0.0,0.0
313,2020-03-02,12047,FL,0.0,0.0
314,2020-03-02,12049,FL,0.0,0.0
315,2020-03-02,12051,FL,0.0,0.0
316,2020-03-02,12053,FL,0.0,0.0
317,2020-03-02,12055,FL,0.0,0.0
318,2020-03-02,12057,FL,0.0,0.0
319,2020-03-02,12059,FL,0.0,0.0
320,2020-03-02,12061,FL,0.0,0.0
321,2020-03-02,12063,FL,0.0,0.0
322,2020-03-02,12065,FL,0.0,0.0
323,2020-03-02,12067,FL,0.0,0.0
324,2020-03-02,12069,FL,0.0,0.0
325,2020-03-02,12071,FL,0.0,0.0
326,2020-03-02,12073,FL,0.0,0.0
327,2020-03-02,12075,FL,0.0,0.0
328,2020-03-02,12077,FL,0.0,0.0
329,2020-03-02,12079,FL,0.0,0.0
330,2020-03-02,12081,FL,0.0,0.0
331,2020-03-02,12083,FL,0.0,0.0
332,2020-03-02,12085,FL,0.0,0.0
333,2020-03-02,12086,FL,0.0,0.0
334,2020-03-02,12087,FL,0.0,0.0
335,2020-03-02,12089,FL,0.0,0.0
336,2020-03-02,12091,FL,0.0,0.0
337,2020-03-02,12093,FL,0.0,0.0
338,2020-03-02,12095,FL,0.0,0.0
339,2020-03-02,12097,FL,0.0,0.0
340,2020-03-02,12099,FL,0.0,0.0
341,2020-03-02,12101,FL,0.0,0.0
342,2020-03-02,12103,FL,0.0,0.0
343,2020-03-02,12105,FL,0.0,0.0
344,2020-03-02,12107,FL,0.0,0.0
345,2020-03-02,12109,FL,0.0,0.0
346,2020-03-02,12111,FL,0.0,0.0
347,2020-03-02,12113,FL,0.0,0.0
348,2020-03-02,12115,FL,0.0,0.0
349,2020-03-02,12117,FL,0.0,0.0
350,2020-03-02,12119,FL,0.0,0.0
351,2020-03-02,12121,FL,0.0,0.0
352,2020-03-02,12123,FL,0.0,0.0
353,2020-03-02,12125,FL,0.0,0.0
354,2020-03-02,12127,FL,0.0,0.0
355,2020-03-02,12129,FL,0.0,0.0
356,2020-03-02,12131,FL,0.0,0.0
357,2020-03-02,12133,FL,0.0,0.0
358,2020-03-02,13001,GA,0.0,0.0
359,2020-03-02,13003,GA,0.0,0.0
360,2020-03-02,13005,GA,0.0,0.0
361,2020-03-02,13007,GA,0.0,0.0
362,2020-03-02,13009,GA,0.0,0.0
363,2020-03-02,13011,GA,0.0,0.0
364,2020-03-02,13013,GA,0.0,0.0
365,2020-03-02,13015,GA,0.0,0.0
366,2020-03-02,13017,GA,0.0,0.0
367,2020-03-02,13019,GA,0.0,0.0
368,2020-03-02,13021,GA,0.0,0.0
369,2020-03-02,13023,GA,0.0,0.0
370,2020-03-02,13025,GA,0.0,0.0
371,2020-03-02,13027,GA,0.0,0.0
372,2020-03-02,13029,GA,0.0,0.0
373,2020-03-02,13031,GA,0.0,0.0
374,2020-03-02,13033,GA,0.0,0.0
375,2020-03-02,13035,GA,0.0,0.0
376,2020-03-02,13037,GA,0.0,0.0
377,2020-03-02,13039,GA,0.0,0.0
378,2020-03-02,13043,GA,0.0,0.0
379,2020-03-02,13045,GA,0.0,0.0
380,2020-03-02,13047,GA,0.0,0.0
381,2020-03-02,13049,GA,0.0,0.0
382,2020-03-02,13051,GA,0.0,0.0
383,2020-03-02,13053,GA,0.0,0.0
384,2020-03-02,13055,GA,0.0,0.0
385,2020-03-02,13057,GA,0.0,0.0
386,2020-03-02,13059,GA,0.0,0.0
387,2020-03-02,13061,GA,0.0,0.0
388,2020-03-02,13063,GA,0.0,0.0
389,2020-03-02,13065,GA,0.0,0.0
390,2020-03-02,13067,GA,0.0,0.0
391,2020-03-02,13069,GA,0.0,0.0
392,2020-03-02,13071,GA,0.0,0.0
393,2020-03-02,13073,GA,0.0,0.0
394,2020-03-02,13075,GA,0.0,0.0
395,2020-03-02,13077,GA,0.0,0.0
396,2020-03-02,13079,GA,0.0,0.0
397,2020-03-02,13081,GA,0.0,0.0
398,2020-03-02,13083,GA,0.0,0.0
399,2020-03-02,13085,GA,0.0,0.0
400,2020-03-02,13087,GA,0.0,0.0
401,2020-03-02,13089,GA,0.0,0.0
402,2020-03-02,13091,GA,0.0,0.0
403,2020-03-02,13093,GA,0.0,0.0
404,2020-03-02,13095,GA,0.0,0.0
405,2020-03-02,13097,GA,0.0,0.0
406,2020-03-02,13099,GA,0.0,0.0
407,2020-03-02,13101,GA,0.0,0.0
408,2020-03-02,13103,GA,0.0,0.0
409,2020-03-02,13105,GA,0.0,0.0
410,2020-03-02,13107,GA,0.0,0.0
411,2020-03-02,13109,GA,0.0,0.0
412,2020-03-02,13111,GA,0.0,0.0
413,2020-03-02,13113,GA,0.0,0.0
414,2020-03-02,13115,GA,0.0,0.0
415,2020-03-02,13117,GA,0.0,0.0
416,2020-03-02,13119,GA,0.0,0.0
417,2020-03-02,13121,GA,0.0,0.0
418,2020-03-02,13123,GA,0.0,0.0
419,2020-03-02,13125,GA,0.0,0.0
420,2020-03-02,13127,GA,0.0,0.0
421,2020-03-02,13129,GA,0.0,0.0
422,2020-03-02,13131,GA,0.0,0.0
423,2020-03-02,13133,GA,0.0,0.0
424,2020-03-02,13135,GA,0.0,0.0
425,2020-03-02,13137,GA,0.0,0.0
426,2020-03-02,13139,GA,0.0,0.0
427,2020-03-02,13141,GA,0.0,0.0
428,2020-03-02,13143,GA,0.0,0.0
429,2020-03-02,13145,GA,0.0,0.0
430,2020-03-02,13147,GA,0.0,0.0
431,2020-03-02,13149,GA,0.0,0.0
432,2020-03-02,13151,GA,0.0,0.0
433,2020-03-02,13153,GA,0.0,0.0
434,2020-03-02,13155,GA,0.0,0.0
435,2020-03-02,13157,GA,0.0,0.0
436,2020-03-02,13159,GA,0.0,0.0
437,2020-03-02,13161,GA,0.0,0.0
438,2020-03-02,13163,GA,0.0,0.0
439,2020-03-02,13165,GA,0.0,0.0
440,2020-03-02,13167,GA,0.0,0.0
441,2020-03-02,13169,GA,0.0,0.0
442,2020-03-02,13171,GA,0.0,0.0
443,2020-03-02,13173,GA,0.0,0.0
444,2020-03-02,13175,GA,0.0,0.0
445,2020-03-02,13177,GA,0.0,0.0
446,2020-03-02,13179,GA,0.0,0.0
447,2020-03-02,13181,GA,0.0,0.0
448,2020-03-02,13183,GA,0.0,0.0
449,2020-03-02,13185,GA,0.0,0.0
450,2020-03-02,13187,GA,0.0,0.0
451,2020-03-02,13189,GA,0.0,0.0
452,2020-03-02,13191,GA,0.0,0.0
453,2020-03-02,13193,GA,0.0,0.0
454,2020-03-02,13195,GA,0.0,0.0
455,2020-03-02,13197,GA,0.0,0.0
456,2020-03-02,13199,GA,0.0,0.0
457,2020-03-02,13201,GA,0.0,0.0
458,2020-03-02,13205,GA,0.0,0.0
459,2020-03-02,13207,GA,0.0,0.0
460,2020-03-02,13209,GA,0.0,0.0
461,2020-03-02,13211,GA,0.0,0.0
462,2020-03-02,13213,GA,0.0,0.0
463,2020-03-02,13215,GA,0.0,0.0
464,2020-03-02,13217,GA,0.0,0.0
465,2020-03-02,13219,GA,0.0,0.0
466,2020-03-02,13221,GA,0.0,0.0
467,2020-03-02,13223,GA,0.0,0.0
468,2020-03-02,13225,GA,0.0,0.0
469,2020-03-02,13227,GA,0.0,0.0
470,2020-03-02,13229,GA,0.0,0.0
471,2020-03-02,13231,GA,0.0,0.0
472,2020-03-02,13233,GA,0.0,0.0
473,2020-03-02,13235,GA,0.0,0.0
474,2020-03-02,13237,GA,0.0,0.0
475,2020-03-02,13239,GA,0.0,0.0
476,2020-03-02,13241,GA,0.0,0.0
477,2020-03-02,13243,GA,0.0,0.0
478,2020-03-02,13245,GA,0.0,0.0
479,2020-03-02,13247,GA,0.0,0.0
480,2020-03-02,13249,GA,0.0,0.0
481,2020-03-02,13251,GA,0.0,0.0
482,2020-03-02,13253,GA,0.0,0.0
483,2020-03-02,13255,GA,0.0,0.0
484,2020-03-02,13257,GA,0.0,0.0
485,2020-03-02,13259,GA,0.0,0.0
486,2020-03-02,13261,GA,0.0,0.0
487,2020-03-02,13263,GA,0.0,0.0
488,2020-03-02,13265,GA,0.0,0.0
489,2020-03-02,13267,GA,0.0,0.0
490,2020-03-02,13269,GA,0.0,0.0
491,2020-03-02,13271,GA,0.0,0.0
492,2020-03-02,13273,GA,0.0,0.0
493,2020-03-02,13275,GA,0.0,0.0
494,2020-03-02,13277,GA,0.0,0.0
495,2020-03-02,13279,GA,0.0,0.0
496,2020-03-02,13281,GA,0.0,0.0
497,2020-03-02,13283,GA,0.0,0.0
498,2020-03-02,13285,GA,0.0,0.0
499,2020-03-02,13287,GA,0.0,0.0
500,2020-03-02,13289,GA,0.0,0.0
501,2020-03-02,13291,GA,0.0,0.0
502,2020-03-02,13293,GA,0.0,0.0
503,2020-03-02,13295,GA,0.0,0.0
504,2020-03-02,13297,GA,0.0,0.0
505,2020-03-02,13299,GA,0.0,0.0
506,2020-03-02,13301,GA,0.0,0.0
507,2020-03-02,13303,GA,0.0,0.0
508,2020-03-02,13305,GA,0.0,0.0
509,2020-03-02,13307,GA,0.0,0.0
510,2020-03-02,13309,GA,0.0,0.0
511,2020-03-02,13311,GA,0.0,0.0
512,2020-03-02,13313,GA,0.0,0.0
513,2020-03-02,13315,GA,0.0,0.0
514,2020-03-02,13317,GA,0.0,0.0
515,2020-03-02,13319,GA,0.0,0.0
516,2020-03-02,13321,GA,0.0,0.0
517,2020-03-02,16001,ID,0.0,0.0
518,2020-03-02,16003,ID,0.0,0.0
519,2020-03-02,16005,ID,0.0,0.0
520,2020-03-02,16007,ID,0.0,0.0
521,2020-03-02,16009,ID,0.0,0.0
522,2020-03-02,16011,ID,0.0,0.0
523,2020-03-02,16013,ID,0.0,0.0
524,2020-03-02,16015,ID,0.0,0.0
525,2020-03-02,16017,ID,0.0,0.0
526,2020-03-02,16019,ID,0.0,0.0
527,2020-03-02,16021,ID,0.0,0.0
528,2020-03-02,16023,ID,0.0,0.0
529,2020-03-02,16025,ID,0.0,0.0
530,2020-03-02,16027,ID,0.0,0.0
531,2020-03-02,16029,ID,0.0,0.0
532,2020-03-02,16031,ID,0.0,0.0
533,2020-03-02,16033,ID,0.0,0.0
534,2020-03-02,16035,ID,0.0,0.0
535,2020-03-02,16037,ID,0.0,0.0
536,2020-03-02,16039,ID,0.0,0.0
537,2020-03-02,16041,ID,0.0,0.0
538,2020-03-02,16043,ID,0.0,0.0
539,2020-03-02,16045,ID,0.0,0.0
540,2020-03-02,16047,ID,0.0,0.0
541,2020-03-02,16049,ID,0.0,0.0
542,2020-03-02,16051,ID,0.0,0.0
543,2020-03-02,16053,ID,0.0,0.0
544,2020-03-02,16055,ID,0.0,0.0
545,2020-03-02,16057,ID,0.0,0.0
546,2020-03-02,16059,ID,0.0,0.0
547,2020-03-02,16061,ID,0.0,0.0
548,2020-03-02,16063,ID,0.0,0.0
549,2020-03-02,16065,ID,0.0,0.0
550,2020-03-02,16067,ID,0.0,0.0
551,2020-03-02,16069,ID,0.0,0.0
552,2020-03-02,16071,ID,0.0,0.0
553,2020-03-02,16073,ID,0.0,0.0
554,2020-03-02,16075,ID,0.0,0.0
555,2020-03-02,16077,ID,0.0,0.0
556,2020-03-02,16079,ID,0.0,0.0
557,2020-03-02,16081,ID,0.0,0.0
558,2020-03-02,16083,ID,0.0,0.0
559,2020-03-02,16085,ID,0.0,0.0
560,2020-03-02,16087,ID,0.0,0.0
561,2020-03-02,17001,IL,0.0,0.0
562,2020-03-02,17003,IL,0.0,0.0
563,2020-03-02,17005,IL,0.0,0.0
564,2020-03-02,17007,IL,0.0,0.0
565,2020-03-02,17009,IL,0.0,0.0
566,2020-03-02,17011,IL,0.0,0.0
567,2020-03-02,17013,IL,0.0,0.0
568,2020-03-02,17015,IL,0.0,0.0
569,2020-03-02,17017,IL,0.0,0.0
570,2020-03-02,17019,IL,0.0,0.0
571,2020-03-02,17021,IL,0.0,0.0
572,2020-03-02,17023,IL,0.0,0.0
573,2020-03-02,17025,IL,0.0,0.0
574,2020-03-02,17027,IL,0.0,0.0
575,2020-03-02,17029,IL,0.0,0.0
576,2020-03-02,17031,IL,0.0,0.0
577,2020-03-02,17033,IL,0.0,0.0
578,2020-03-02,17035,IL,0.0,0.0
579,2020-03-02,17037,IL,0.0,0.0
580,2020-03-02,17039,IL,0.0,0.0
581,2020-03-02,17041,IL,0.0,0.0
582,2020-03-02,17043,IL,0.0,0.0
583,2020-03-02,17045,IL,0.0,0.0
584,2020-03-02,17047,IL,0.0,0.0
585,2020-03-02,17049,IL,0.0,0.0
586,2020-03-02,17051,IL,0.0,0.0
587,2020-03-02,17053,IL,0.0,0.0
588,2020-03-02,17055,IL,0.0,0.0
589,2020-03-02,17057,IL,0.0,0.0
590,2020-03-02,17059,IL,0.0,0.0
591,2020-03-02,17061,IL,0.0,0.0
592,2020-03-02,17063,IL,0.0,0.0
593,2020-03-02,17065,IL,0.0,0.0
594,2020-03-02,17067,IL,0.0,0.0
595,2020-03-02,17069,IL,0.0,0.0
596,2020-03-02,17071,IL,0.0,0.0
597,2020-03-02,17073,IL,0.0,0.0
598,2020-03-02,17075,IL,0.0,0.0
599,2020-03-02,17077,IL,0.0,0.0
600,2020-03-02,17079,IL,0.0,0.0
601,2020-03-02,17081,IL,0.0,0.0
